"","AC001A","AC002A","AC002B","AC003A","AC004A","AC013A","AC014A","AC014B","AC014C","AC022A","AC024A","AC025A","AC026A","AC028A","AC029A","AC035A","AC042A","AC044A","AC046A","AC048A","AC142A","AC148A","AC152A","AC9964","AC9968","AC9969","AC9974","AC9975","AC9996","AC9997","AC9999","AM011A","AS001A","AS003A","AU001A","AU002A","AU004A","AU004B","AU004D","AU005B","AU005D","AU005E","AU005J","AU010A","AU010B","AU014A","AU023A","AU034A","AU9990","AU9991","AU9999","BR001A","BR003A","BR006A","BR9997","BR9999","CA002A","CA005A","CM004A","CM009A","CM010A","CM013A","CM014A","CM015A","CM017A","CM019A","CM020A","CM022A","CM031A","CM043A","CM047A","CM048A","CM052A","CM070A","CM103A","CM9999","CO001A","CY001A","CY004A","CY006A","CY006D","CY010A","CY019A","CY9988","CY9999","DE001A","DP9999","DT001A","DT002A","EU002A","EU002B","EU002C","EU002D","EU002E","EU002K","EU003A","EU004A","EU007A","EU008A","EU009A","EU009C","EU009F","EU011A","EU013A","EU014A","EU015A","EU015B","EU016A","EU017A","EU018A","EU019A","EU020A","EU025A","EU026A","EU027A","EU028A","EU028B","EU029A","EU031A","EU032A","EU040A","EU043A","EU045A","EU047A","EU048A","EU049A","EU049B","EU049D","EU050A","EU051A","EU051B","EU053B","EU056A","EU057A","EU058A","EU9960","EU9961","EU9962","EU9963","EU9964","EU9965","EU9974","EU9979","EU9995","EU9999","FR001A","FR002A","FR002C","FR005A","FR005D","FR006A","FR007A","FR009A","FR010A","FR013A","FR9991","FR9999","FU002A","FU002B","FU002D","FU002F","GO003A","GO004A","GO005A","GO006C","GO010A","GO014A","GO014B","GO9999","HN001A","KR001A","ME019A","MR001A","NA001A","NA002A","NA003A","NA003B","NA005A","NA006A","NA006B","NA007A","NA013A","NA014A","NA015A","NA032A","NA033A","NA036A","NA037A","NA039A","NA040A","NA042A","NA044A","NA045A","NA046A","NA048A","NA068A","NA086A","NA099A","NA115A","NA133A","NA135A","NA140A","NA156A","NA158A","NA167A","NA738A","NA9955","NA9963","NA9968","NA9995","NA9999","NE003A","NE003C","NE003D","NE004A","NE006A","NE020A","NE9999","NI001A","NI002A","NI005A","NI008A","NI009A","NI017A","NI020B","NI025A","NI027A","NI9999","PE002A","PI002A","PI005A","PI007A","PI008A","PI011A","PI012A","PI015A","PI016A","PI017A","PI018A","PI019A","PI020A","PI022A","PI022B","PI023A","PI026A","PI027A","PI030A","PI9995","PI9999","RH003A","RZ011A","SA001A","SA001B","SA003A","SA005A","SA9999","SE001A","SP002A","ST010A","SU004A","SU005A","SU006A","SU016A","SU9999","SY002A","SY003A","SY010A","SY9999","TA001A","TA001B","TA001D","TA003A","TA003B","TA004A","TA005A","TA9999","TE001A"
"rlgh1994",0,0,0,0,0,0,0,0,0,1.77514792899408,0,0,0,0,0,0,0,0,0.394477317554241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76134122287968,0.986193293885602,0,0,0,0,0,0,0.394477317554241,0.788954635108481,4.93096646942801,0,0,0,0,0,0,2.36686390532544,0,0.591715976331361,0,1.97238658777120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394477317554241,0,0,0,0,0,0,0,0,0,0,0.986193293885602,0,0,0,0,0,0,0,0,1.18343195266272,0,0,6.90335305719921,0,0.986193293885602,1.38067061143984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197238658777120,0,15.1873767258383,1.77514792899408,0,0,0,0.394477317554241,0.591715976331361,0,0,0.394477317554241,0,0,0,1.77514792899408,0,0,0.394477317554241,0.394477317554241,0,0,0,0,0,0,0,0,2.36686390532544,0,0,0,0,0,0,0,0,11.4398422090730,0,0.197238658777120,0,0,0,0,0,0,0,0.197238658777120,0,0,0,0,0,0,0,0,0,0.197238658777120,0,0,0,0,0,0.197238658777120,0.197238658777120,0,0.197238658777120,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986193293885602,1.57790927021696,0.394477317554241,4.93096646942801,0,0,0,0,0,0,0,0.197238658777120,0,0,0.591715976331361,0,0,0,0,0.394477317554241,0,0,0,0,0,0,0,2.95857988165680,0,0,0.197238658777120,0,0.394477317554241,0,0.197238658777120,0,0,0.788954635108481,0,0,0,0,0,0,0,0,0,0.197238658777120,0,0,0.197238658777120,0,0,0.197238658777120,0,0,0.197238658777120,0,0,0,0,0,0,0,0,0,0,0.986193293885602,0,0,0,3.74753451676529,15.5818540433925,0.394477317554241,0,0
"rlgh1995",0,0,0,0,0,0,0,0,0.203665987780041,0.814663951120163,0,0,0.203665987780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62932790224033,0,0,0,0,0,0,0.407331975560081,1.42566191446029,0.610997963340122,2.85132382892057,0,0,0,0,0,0,1.42566191446029,0,0,0,0,0,0,0,0,0,0,0.407331975560081,0,0,0,0.203665987780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203665987780041,0,0,0,1.01832993890020,0,0,0,0,0.203665987780041,1.01832993890020,0,0,3.25865580448065,0,2.03665987780041,2.85132382892057,0.203665987780041,0.407331975560081,0,0,0,0,0,0,0.407331975560081,0,0,0,0,0,0,0,0,17.5152749490835,4.07331975560081,0,0,0,0,1.01832993890020,0,0,0,0,0,0,1.42566191446029,0,0,0,1.22199592668024,0,0,0,0.610997963340122,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2566191446028,0,0.814663951120163,0,0,0,0,0,0,0,0,0,0,0.203665987780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64765784114053,0,2.44399185336049,6.5173116089613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07331975560081,0,0.203665987780041,0,0,0.407331975560081,0,0,0,0,0,0,0,0,0,0.407331975560081,0,0,0,0,0,0,0,0.203665987780041,0,0,0,0,0,0.407331975560081,0,0,0,0.203665987780041,0,0,0,0,0,0,0,0,0,0,1.62932790224033,17.7189409368635,0.203665987780041,0,0
"rlgh1996",0,0,0,0,0,0,0,0,0,0.572519083969466,0,0,0,0,0,0,0,0,0.572519083969466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52671755725191,0,0,0,0,0,0,0,0.763358778625954,0.190839694656489,3.43511450381679,0,0,0,0,0,0,0.763358778625954,0,0.763358778625954,0,0.381679389312977,0,0,0,0,0,0,0.190839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381679389312977,0,0,0,0,0,0,0,0,0.381679389312977,0,0,3.81679389312977,0,0.763358778625954,1.52671755725191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381679389312977,0,0,12.9770992366412,2.67175572519084,0,0,0,0,0.763358778625954,0,0,0.572519083969466,0,0,0,0.572519083969466,0,0,0,0.381679389312977,0,0,0,0.763358778625954,0,0,0,0,1.90839694656489,0,0,0,0,0,0,0,0,13.7404580152672,0,1.14503816793893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763358778625954,0,0,0,0,0,0,0.763358778625954,0,0,0.381679389312977,0,0,0,0,0,0,0.381679389312977,0,0,0,0,0,2.67175572519084,3.05343511450382,0.381679389312977,6.10687022900763,0,0,0,0,0,0,0,0,0,0,0,0.381679389312977,0,0,0,0,0,0,0,0,0,0,0,4.19847328244275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572519083969466,0,0,0,0,0,0,0,0,0,0,2.09923664122137,0,0,0,3.43511450381679,22.9007633587786,0,0,0
"rlgh1997",0,0,0,0,0,0.392156862745098,0,0,0,0.392156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235294117647,0,0,0,0,0,0,0.392156862745098,1.37254901960784,1.17647058823529,5.29411764705882,0,0,0,0,0,0,0.392156862745098,0,0,0,1.17647058823529,0,0,0,0,0,0,0.784313725490196,0,0,0,0,0,0,0,0.196078431372549,0,0,0,0,0,0,0,0,0,0.588235294117647,0,0,0,0,0,0,0,0,0,1.17647058823529,0,0,0.196078431372549,0,0,0.980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4901960784314,6.27450980392157,0.196078431372549,0,0,0,0.980392156862745,1.96078431372549,0,0,0,0,0,0.196078431372549,0,0,0,0,0,0,0,0.784313725490196,0,0,0,0,1.56862745098039,0,0,0,0,0,0,0,2.54901960784314,10.1960784313725,0,3.92156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235294117647,0,0,0,0,0,0.196078431372549,0.196078431372549,0,0.196078431372549,0.196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0.980392156862745,5.88235294117647,1.17647058823529,4.70588235294118,0,0,0,0,0,0.392156862745098,0,0,0,0,0,0,0,0,0,0.392156862745098,0,0,0,0,0,0,0,5.49019607843137,0,0,0,0,0,0,0,0.196078431372549,0,0,0,0,0,0,0,0,0,0,0,0.392156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235294117647,0,0,0,2.35294117647059,16.8627450980392,0,0,0
"rlgh1998",0,0,0,0,0,0.4,0,1.4,0.4,1.6,0,0,0,0.2,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1.6,0,0,0,0,0,0,0,3.8,0.4,4.6,0,0,0,0,0,0,1.4,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0,0,0.6,0,0.8,2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,13.6,4.4,0.2,0,0,0,0,0.4,0,0,0,0,0,0.4,0,0,0,2.8,0,0,0,1.2,0,0,0,0,1.2,0,0,0,0,0,0,0,0.4,6.6,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.4,0,0,0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,8,0.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,1.2,0,0.4,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,1.4,0,0,0,4,7,0,0,0
"rlgh1999",0,0,0,0,0,0,0,0,0,0.808080808080808,0,0,0,0,0,0,0,0,0.202020202020202,0.202020202020202,0,0,0,0,0,0,0,0.202020202020202,0,0,0,0,0,0,0,0,0,0.202020202020202,0,0,0.202020202020202,0,0,1.61616161616162,0,0,0,0,0,0,0,0.202020202020202,1.21212121212121,2.02020202020202,0,0,0,0,0,0,1.81818181818182,0,1.41414141414141,0,0.808080808080808,0,0,0,0,0,0,0.202020202020202,0,0,0,0,0,0,0,0.202020202020202,0.202020202020202,0,0,0,0,0,0,0,0,0,0,0.202020202020202,0,0,0,0,0,0.404040404040404,0,0.202020202020202,0,0,2.42424242424242,0,2.02020202020202,1.21212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202020202020202,0,0,14.3434343434343,4.84848484848485,0,0,0,0,0.808080808080808,0,0,0.202020202020202,0,0,0,2.02020202020202,0,0,0.202020202020202,1.41414141414141,0,0,0,0,0,0,0,0,1.81818181818182,0,0,0,0,0,0.202020202020202,0,0,10.1010101010101,0,1.61616161616162,0,0.202020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808080808080808,0,0,0,0,0,0,0.606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42424242424242,12.1212121212121,1.61616161616162,5.05050505050505,0,0,0,0,0,0,0,0,0.202020202020202,0,0.202020202020202,0,0,0,0,0,0,0,0,0,0,0,0,2.22222222222222,2.22222222222222,0,0,0.202020202020202,0,0,0,0,0,0.404040404040404,0,0,0,0,0,0,0,0.606060606060606,0,0,0,0,0.202020202020202,0,0,0,0,0.404040404040404,0,0,0.404040404040404,0,0.202020202020202,0,0,0,0,0,0,1.61616161616162,0,0,0,1.41414141414141,10.9090909090909,0.202020202020202,0,0
"rlgh2000",0,0,0,0,0,0,0,0,0.189753320683112,2.46679316888046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379506641366224,0,0.189753320683112,0,0,0.189753320683112,0,2.46679316888046,0,0,0,0,0,0,0,0.94876660341556,0.189753320683112,4.55407969639469,0,0,0,0,0,0,1.70777988614801,0,1.32827324478178,0,0.94876660341556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379506641366224,0,0,0,0,0,0,0,0,0,1.13851992409867,0,0,2.84629981024668,0,1.13851992409867,1.32827324478178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3548387096774,4.17457305502846,0,0,0,0,0.569259962049336,1.51802656546490,0,0,0,0.569259962049336,0,0.379506641366224,0,0,0,0,0,0,0,1.13851992409867,0,0,0,0,3.41555977229602,0,0,0,0,0,0,0,0,7.40037950664137,0,3.41555977229602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189753320683112,0,0.94876660341556,0,0,0,0,0,0.189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46679316888046,8.34914611005693,1.13851992409867,3.98481973434535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08728652751423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189753320683112,0,0,0,0,0.759013282732448,0,0,0,0,0,0,0,0,0,0,0,0,0.189753320683112,0,0,0,0,0,0,1.89753320683112,0,0,0,4.17457305502846,9.10815939278937,0,0,0
"rlgh2001",0,0,0,0,0,0,0,0.972762645914397,0.389105058365759,1.94552529182879,0,0,0,0,0,0,0.194552529182879,0,0,0,0.389105058365759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389105058365759,0,0,0.972762645914397,0,0,0,0,0,0,0,1.55642023346304,0.778210116731518,4.28015564202335,0,0,0,0,0.194552529182879,0,0.583657587548638,0,0.583657587548638,0,0.389105058365759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194552529182879,0,0,0,0,0,0,1.16731517509728,0,1.16731517509728,0,0,1.55642023346304,0,0.583657587548638,0.778210116731518,0,0,0,0,0,0.194552529182879,0,0,0,0,0,0,0,0,0.194552529182879,0,0,18.0933852140078,3.89105058365759,0,0,0,0,0.194552529182879,4.47470817120623,0,0,0,0,0,0.583657587548638,0,0,0,0.194552529182879,0,0,0,0.389105058365759,0,0,0,0,1.55642023346304,0,0,0,0,0,0,0,0.194552529182879,10.7003891050584,0,0.583657587548638,0,0,0,0,0,0,0,0,0,0,0.194552529182879,0,0,0,0,0,0,0.778210116731518,0,0,0,0,0,0.389105058365759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94552529182879,10.8949416342412,0.389105058365759,4.08560311284047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194552529182879,0,0,0,0,0,0,0,4.08560311284047,0,0,0,0,0,0,0,0,0,0.389105058365759,0,0,0,0.389105058365759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583657587548638,0,0,0,0,0.583657587548638,0,0,0,0,0,0,3.69649805447471,0,0,0,2.14007782101167,8.94941634241245,0,0,0
"rlgh2002",0,0,0,0,0.200400801603206,0.601202404809619,0,0.601202404809619,0,2.60521042084168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601202404809619,0,2.60521042084168,0,0,0,0,0,0,0,1.20240480961924,0.200400801603206,3.2064128256513,0,0,0,0,0,0,0.601202404809619,0,0.400801603206413,0,0.601202404809619,0,0,0,0,0,0,0.400801603206413,0,0,0,0.200400801603206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400801603206413,0,0,0,0,0,0.801603206412826,0,0,3.80761523046092,0,1.00200400801603,1.20240480961924,0,0,0,0,0,0,0,0,0.200400801603206,0,0,0,0,0,0,0,0,16.8336673346693,3.00601202404810,0,0,0,0,0.400801603206413,5.81162324649299,0,0,0,0,0,0.601202404809619,0,0,0,0.400801603206413,0,0,0,0,0,0,0,0,1.00200400801603,0,0,0,0,0,0.200400801603206,0,0,11.8236472945892,0,1.60320641282565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801603206412826,0,0,0,0,0,0.400801603206413,0.601202404809619,0,0,0,0,0,0,0,0,0,0,0,0.200400801603206,0,0,0,2.60521042084168,9.4188376753507,0.400801603206413,2.20440881763527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01002004008016,0,0,0,0,0,0,0,0,0,0.200400801603206,0,0,0,0,1.00200400801603,0,0,0,0,0.801603206412826,0,0.200400801603206,0,0,0,0,0.400801603206413,0,0,0,0,0,0,0,0,0,0,0,0,2.80561122244489,0,0,0,2.60521042084168,7.21442885771543,0,0,0
"rlgh2003",0,0,0,0,0,0,0,0,0.192307692307692,1.34615384615385,0,0,0,0,0,0,0.192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69230769230769,0,0.576923076923077,0,0,0,0,0,0,0,0.384615384615385,1.53846153846154,3.46153846153846,0,0,0,0,0,0,0,0,0.192307692307692,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,3.84615384615385,0,1.15384615384615,2.88461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6923076923077,5.96153846153846,0,0,0,0,0.192307692307692,3.65384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4230769230769,0,2.11538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576923076923077,3.46153846153846,0.384615384615385,1.92307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192307692307692,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03846153846154,0,0,0,2.30769230769231,11.1538461538462,0,0,0
"rlgh2004",0,0,0,0,0,0,0,0,0,2.07156308851224,0,0,0,0,0,0,0,0,0.188323917137476,0.188323917137476,0,0,0,0,0,0,0,0.564971751412429,0,0,0,0,0,0,0,0,0,0,0.188323917137476,0,0,0.753295668549906,0,3.95480225988701,0,0,0,0,0,0,0,1.12994350282486,0.376647834274953,5.64971751412429,0,0,0,0,0,0,0.564971751412429,0,0.188323917137476,0,0.564971751412429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188323917137476,0,0,0,0,0,0,0,0,0.564971751412429,0,0,1.12994350282486,0,1.12994350282486,1.69491525423729,0,0,0,0,0.564971751412429,0,0,0,0,0,0,0,0,0,0.188323917137476,0,0,16.0075329566855,8.09792843691149,0,0,0,0,1.12994350282486,5.46139359698682,0,0,0.376647834274953,0,0,0,0,0,0,0,0,0,0,3.76647834274953,0,0,0,0,1.12994350282486,0,0,0,0,0,0.376647834274953,0,0,9.41619585687382,0,3.01318267419962,0,0,0,0,0,0,0,0,0,0,0.188323917137476,0,0,0,0,0,0,0.376647834274953,0,0,0,0,0,0,0.753295668549906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50659133709981,9.22787193973635,0,1.69491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376647834274953,0,0,0,0,0,0,0,4.14312617702448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188323917137476,0,0,0,0,0,0,0,0,0,0,0,0,0.188323917137476,0,0,0,0,0,0,0,0,0,0,0,3.01318267419962,0,0,0,0.376647834274953,7.34463276836158,0,0,0
"rlgh2005",0,0,0,0,0,0.366300366300366,0,0,0,1.28205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183150183150183,0,1.46520146520147,0,0,0,0,0,0,0,0.366300366300366,0,4.02930402930403,0,0,0,0,0.366300366300366,0,1.09890109890110,0,0.183150183150183,0,0.366300366300366,0,0,0,0,0,0,0.183150183150183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183150183150183,0,0,0,0,0,0,0.366300366300366,0,0.732600732600733,0,0,1.83150183150183,0,1.46520146520147,0.732600732600733,0.549450549450549,0,0,0,0.183150183150183,0,0,0,0,0,0,0,0,0,0.183150183150183,0,0,20.5128205128205,7.32600732600733,0,0,0,0,0.915750915750916,0.549450549450549,0,0.549450549450549,0.183150183150183,0,0,0,0,0,0,0,0,0,0,1.28205128205128,0,0,0,0,0.549450549450549,0,0,0,0,0,0.183150183150183,0,0,13.5531135531136,0,2.93040293040293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183150183150183,0,0.366300366300366,0,0,0,0,0.183150183150183,0,0,0,0,0,0,0,0,1.09890109890110,13.1868131868132,0.549450549450549,0.732600732600733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183150183150183,0,0,0,0,0,0,0,1.46520146520147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366300366300366,0,0,0,0,0,0.915750915750916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83150183150183,0,0,0,0.549450549450549,13.7362637362637,0,0,0
"scoat1991",0,0,0,0,0,0,0,0,0,14.2617449664430,0,0,0,0.167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671140939597315,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0671140939597,0,0,0,0,0.671140939597315,0,0,0,0,0.671140939597315,0,5.87248322147651,0,0,0,0,0,0,0,0,1.67785234899329,0,0.335570469798658,0,0,0,0,0,0,0.167785234899329,0,0,0,0,0,0,0,1.34228187919463,0,0,0,0,0,0,0,0,0,0,0.838926174496644,0,0,0,0,0,0,0,0.335570469798658,3.02013422818792,0,0,1.17449664429530,0,0,1.17449664429530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335570469798658,5.53691275167785,0.838926174496644,0,0,0,0,0,1.17449664429530,0,0.503355704697987,0,0,0,0,0,0,0,0,0,0,0,1.51006711409396,0,0,0,0.335570469798658,0.335570469798658,0,0,0,0,0,0,0,0,0.838926174496644,0,0.503355704697987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671140939597315,0,0,0.167785234899329,0,0,0,0.335570469798658,0,0,0,0,0,0,0,0,0,2.68456375838926,0.167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167785234899329,0,0,0,0,0,0,0,0,0,0,0,0.167785234899329,0,0,0,0,0.167785234899329,0,0.167785234899329,0,0.167785234899329,0,0,0,0,0.503355704697987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167785234899329,0,0.503355704697987,0,0.503355704697987,0,0,0,0,0,0,0.671140939597315,0,0,37.5838926174497,0,0.335570469798658,0.503355704697987,0,0
"scoat1992",0,0,0,0,0,0.205761316872428,0,0.205761316872428,0.411522633744856,11.5226337448560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,3.08641975308642,0,0,0,5.1440329218107,0.205761316872428,0,5.1440329218107,0,0,0,0,0,0,0.205761316872428,0,3.70370370370370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205761316872428,0,0,0,0,0,0.617283950617284,0,2.05761316872428,0,0,2.26337448559671,0,0,3.70370370370370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90946502057613,0.617283950617284,0,2.88065843621399,0.205761316872428,0,0,0,0,0,4.73251028806584,0,0.411522633744856,2.46913580246914,0,0,0,0,0,0,0.205761316872428,0,0,0,1.44032921810700,0,0,0,0,0.617283950617284,0,0,0,0,0,0,0,0,0.205761316872428,0,0,0,0.411522633744856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617283950617284,0,0,0,0,0,0.205761316872428,0.617283950617284,0,0,0,0,0,0.617283950617284,0,0,0,0,0,0,0,0,0,1.23456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46913580246914,0,0,0,0,0,0,0,0,0.411522633744856,0,0,0,0,0,0,0,0,0,0,0.411522633744856,0,0,0,0,0,0,0,0,0,0,0.205761316872428,0,1.02880658436214,0,0,0,0,0,0,1.23456790123457,0,0,30.6584362139918,0,0.205761316872428,0.205761316872428,0,0
"scoat1993",0,0,0,0,0,0.204498977505113,0,0,0.204498977505113,12.2699386503067,0,0,0,0,0,0,0,0,0,0.204498977505113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.20245398773006,0,0,2.86298568507157,0,1.02249488752556,0,0,0,0,0.204498977505113,0,4.08997955010225,0,0,0,0,0,0,0.81799591002045,0,4.70347648261759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408997955010225,0,0,0,0,0,0,0,0,0,0.408997955010225,0,0,0,0,0,0,0.204498977505113,0.204498977505113,0,3.88548057259714,0,0,0.408997955010225,0,0,1.43149284253579,0,0,0,0,0,0,0,0.204498977505113,0,0,0,0.204498977505113,0,0,0.613496932515337,0.204498977505113,0.81799591002045,6.13496932515337,2.04498977505112,0.204498977505113,0,0,0,0.408997955010225,7.56646216768916,0,4.29447852760736,0,0,0,0,0,0,0,0,0,0,0,4.08997955010225,0,0,0,0,0.81799591002045,0,0.81799591002045,0,0,0,0,0,0,0.613496932515337,0,0.408997955010225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204498977505113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204498977505113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43149284253579,0,0,0,0,0.204498977505113,0,0,0,0,0.204498977505113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204498977505113,0,0.408997955010225,0,0,0,0,0,0,2.45398773006135,0,0,20.4498977505112,0,0.408997955010225,1.6359918200409,0,0
